name,lat,lng,street,city,type,district,place_id,place_details,rating,reviews,size_category,rating_category
Denner Discount,47.3919223,8.4848562,Hohlstrasse 610,Zürich,Denner,Zürich,ChIJVyyvXLgLkEcR3JaOz-bqfzo,"{'formatted_address': 'Hohlstrasse 610, 8048 Zürich, Switzerland', 'name': 'Denner Discount', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 155}",4.3,155.0,Small,Medium
ALDI SUISSE,47.3837812,8.4975848,Badenerstrasse 565,Zürich,Aldi,Zürich,ChIJh6tFTzMKkEcRWDuWP-eNKCk,"{'formatted_address': 'Badenerstrasse 565, 8048 Zürich, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 763}",4.2,763.0,Medium,Medium
ALDI SUISSE,47.3221605,8.529346199999999,Dietlimoosplatz 1,Adliswil,Aldi,Horgen,ChIJNfdm5i2nmkcRADcuUzDZoAk,"{'formatted_address': 'Dietlimoosplatz 1, 8134 Adliswil, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.5, 'user_ratings_total': 82}",4.5,82.0,Small,High
ALDI SUISSE,47.3695917,8.509188199999999,Birmensdorferstrasse 313,Zürich,Aldi,Zürich,ChIJNZTYj6sLkEcRqcvaTfSds4Q,"{'formatted_address': 'Birmensdorferstrasse 313, 8055 Zürich, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 22}",4.3,22.0,Small,Medium
ALDI SUISSE,47.3409069,8.5306032,Albisstrasse 81,Zürich,Aldi,Zürich,ChIJgftGuzAJkEcRnHASrlZ4gYU,"{'formatted_address': 'Albisstrasse 81, 8038 Zürich, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.4, 'user_ratings_total': 325}",4.4,325.0,Medium,Medium
ALDI SUISSE,47.3454539,8.534685999999999,Mythenquai 353,Zürich,Aldi,Zürich,ChIJQf44-eWnmkcRiB-wSX3t_k8,"{'formatted_address': 'Mythenquai 353, 8038 Zürich, Switzerland', 'name': 'ALDI SUISSE', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.6, 'user_ratings_total': 63}",4.6,63.0,Small,High
Migros,47.37538319999999,8.5360797,Löwenstrasse 31-35 2. und 3. OG,Zürich,Migros,Zürich,ChIJebvE0AUKkEcRli-dLu8vFaM,"{'formatted_address': 'Löwenstrasse 31-35 2. und 3. OG, 8001 Zürich, Switzerland', 'name': 'Migros', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 2536}",4.3,2536.0,Large,Medium
Migros-Supermarkt - Zürich - Rigiplatz,47.3860283,8.548558,Winterthurerstrasse 2/4,Zürich,Migros,Zürich,ChIJazOmhZ-gmkcRAKhgefA24EM,"{'formatted_address': 'Winterthurerstrasse 2/4, 8006 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Rigiplatz', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 568}",4.2,568.0,Medium,Medium
Migros-Supermarkt - Zürich - Witikon-Zentrum,47.35909299999999,8.5856,Witikonerstr. 293,Zürich,Migros,Zürich,ChIJVbosGiqnmkcRaO1Fr_17AEQ,"{'formatted_address': 'Witikonerstr. 293, 8053 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Witikon-Zentrum', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 333}",4.3,333.0,Medium,Medium
Migros-Supermarkt - Zürich - Hauptbahnhof,47.3779303,8.5391097,Hauptbahnhof,Zürich,Migros,Zürich,ChIJS6CT8QgKkEcRwqhtQkVOTUI,"{'formatted_address': 'Hauptbahnhof, 8001 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Hauptbahnhof', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']}, 'rating': 4.2, 'user_ratings_total': 2437}",4.2,2437.0,Large,Medium
Migros-Supermarkt - Zürich - Kreuzplatz,47.3645128,8.5537736,Kreuzpl. 20,Zürich,Migros,Zürich,ChIJrZtsEZD8jkcRZSrPkC9Ynh8,"{'formatted_address': 'Kreuzpl. 20, 8008 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Kreuzplatz', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 515}",4.2,515.0,Medium,Medium
Migros-Supermarkt - Zollikon - Dorf,47.33785350000001,8.5763169,Rotfluhstrasse 100,Zollikon,Migros,Meilen,ChIJwcVoQRynmkcRM-mEXgEmq14,"{'formatted_address': 'Rotfluhstrasse 100, 8702 Zollikon, Switzerland', 'name': 'Migros-Supermarkt - Zollikon - Dorf', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 247}",4.2,247.0,Small,Medium
Migros-Supermarkt - Zumikon,47.3365527,8.618935000000002,Dorfstrasse 17,Zumikon,Migros,Meilen,ChIJ1dktgpmmmkcRHICUq60HyXE,"{'formatted_address': 'Dorfstrasse 17, 8126 Zumikon, Switzerland', 'name': 'Migros-Supermarkt - Zumikon', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 486}",4.3,486.0,Medium,Medium
Migros-Supermarkt - Küsnacht ZH,47.3185082,8.5819262,Zürichstrasse 149,Küsnacht,Migros,Meilen,ChIJa1QxRlGmmkcRkAjn_uA_XJc,"{'formatted_address': 'Zürichstrasse 149, 8700 Küsnacht, Switzerland', 'name': 'Migros-Supermarkt - Küsnacht ZH', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 193}",4.3,193.0,Small,Medium
Migros-Supermarkt - Thalwil,47.2943495,8.563848799999999,Alte Landstrasse 130,Thalwil,Migros,Horgen,ChIJD6H0WdKnmkcRNsWBAv2Q9Lg,"{'formatted_address': 'Alte Landstrasse 130, 8800 Thalwil, Switzerland', 'name': 'Migros-Supermarkt - Thalwil', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 665}",4.3,665.0,Medium,Medium
Migros-Supermarkt - Erlenbach - Erlibacher Märt,47.3070228,8.590430999999999,Bahnhofstrasse 42,Erlenbach,Migros,Meilen,ChIJR2S8OUGmmkcR8rApXQaV9Ck,"{'formatted_address': 'Bahnhofstrasse 42, 8703 Erlenbach, Switzerland', 'name': 'Migros-Supermarkt - Erlenbach - Erlibacher Märt', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.3, 'user_ratings_total': 386}",4.3,386.0,Medium,Medium
Migros Supermarket Zürich Stadelhofen,47.3654649,8.5479404,Falkenstrasse 19/21,Zürich,Migros,Zürich,ChIJe6LeMFOnmkcRw2FC6oADh-Q,"{'formatted_address': 'Falkenstrasse 19/21, 8008 Zürich, Switzerland', 'name': 'Migros Supermarket Zürich Stadelhofen', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.1, 'user_ratings_total': 495}",4.1,495.0,Medium,Medium
Migros-Supermarkt - Zürich - Toblerplatz,47.37936819999999,8.5595208,Toblerstrasse 73,Zürich,Migros,Zürich,ChIJzwvLd7ugmkcR0PWkijPdm54,"{'formatted_address': 'Toblerstrasse 73, 8044 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Toblerplatz', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']}, 'rating': 4, 'user_ratings_total': 167}",4.0,167.0,Small,Medium
Migros-Supermarkt - Zürich - Höschgasse,47.3583352,8.5540826,Seefeldstrasse 111/113,Zürich,Migros,Zürich,ChIJs2st406nmkcRAbmB1ZVvu5Y,"{'formatted_address': 'Seefeldstrasse 111/113, 8008 Zürich, Switzerland', 'name': 'Migros-Supermarkt - Zürich - Höschgasse', 'opening_hours': {'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}, 'rating': 4.2, 'user_ratings_total': 184}",4.2,184.0,Small,Medium
